head,relation,tail
226,3,6681
1944,0,7415
2403,0,7478
2525,0,7389
401,3,6214
2579,0,5336
358,3,6888
104,3,6558
2579,0,4983
277,3,6786
2566,1,2842
2579,0,5833
2579,0,4570
1620,1,2979
2579,0,5122
668,0,7265
248,3,6307
706,0,7165
1252,0,5894
453,3,6264
105,3,6483
417,3,6967
600,3,6453
677,0,3129
1182,0,7376
555,3,6502
595,3,6595
533,3,6285
2579,0,4116
2486,1,2735
1091,1,2956
611,3,6368
533,3,6286
2579,0,5424
170,3,6767
414,3,6956
2964,2,657
584,3,6528
6278,4,5941
479,3,6783
1453,0,5990
2933,2,284
253,3,6353
417,3,6962
215,3,6677
155,3,6421
1368,1,3064
2457,0,6073
3041,2,367
2880,2,470
6657,4,6089
2616,1,2859
3046,2,637
2701,2,649
2579,0,3788
2579,0,5181
1366,1,2842
1815,0,5992
131,3,6938
3086,2,631
2596,0,7309
2579,0,3771
483,3,6422
1050,0,3304
259,3,6869
361,3,6955
836,0,6040
613,3,6609
2434,0,7113
2579,0,5360
1475,1,3060
357,3,6511
142,3,6433
2579,0,4420
1964,0,24
191,3,6270
481,3,6475
97,3,6926
2672,0,3224
1861,1,3012
6601,4,3183
515,3,6368
775,1,2923
2579,0,4461
2579,0,3776
514,3,6496
6311,4,6090
1294,0,3132
2847,2,137
593,3,6323
6268,4,5918
2074,1,3064
1853,1,2880
382,3,6610
1573,0,7007
2579,0,4553
2579,0,3778
2579,0,4643
1167,0,5904
2579,0,4872
339,3,6941
2647,1,3105
6894,4,5905
1832,1,2880
2597,0,3259
460,3,6525
2847,2,262
2623,1,3062
171,3,6760
125,3,6576
2744,2,393
2904,2,114
2579,0,4925
2579,0,4343
2896,2,574
520,3,6320
409,3,6330
2579,0,4507
2579,0,5362
489,3,6950
364,3,6833
2579,0,4896
1685,0,7104
2579,0,5887
2147,1,3062
2579,0,5750
211,3,6422
6672,4,6087
3085,2,246
1991,1,2947
287,3,6918
2692,2,99
1923,1,2873
2579,0,5732
1308,1,2959
6722,4,3223
1940,1,3055
787,1,2809
1909,1,2880
6966,4,7106
605,3,6479
6707,4,5941
289,3,6894
340,3,6765
338,3,6951
507,3,6353
320,3,6515
564,3,6946
1615,1,2979
1509,0,7268
339,3,6468
584,3,6961
2515,1,3065
2117,0,3327
155,3,6254
6877,4,6030
112,3,6691
1236,0,3388
1269,1,2713
156,3,6552
2579,0,4709
1908,0,5957
2095,1,2871
2452,1,2997
3020,2,284
641,3,6773
2403,1,3100
216,3,6490
261,3,6526
359,3,6606
418,3,6507
516,3,6859
2579,0,3941
466,3,6552
2579,0,5500
2151,0,7420
6850,4,6030
6335,4,54
6666,4,7108
6748,4,6037
2195,1,2986
958,1,3087
2579,0,5512
974,1,2709
172,3,6479
2579,0,4120
503,3,6500
2675,1,2917
502,3,6415
2887,2,396
234,3,6376
6506,4,7109
2639,0,3306
2020,0,7437
410,3,6500
6354,4,6016
627,3,6599
2579,0,4563
539,3,6797
296,3,6926
357,3,6508
851,0,3280
2579,0,5843
2875,2,634
291,3,6849
2882,2,193
2579,0,3635
565,3,6751
2701,2,240
272,3,6434
97,3,6532
594,3,6814
2532,1,2850
2579,0,3736
2096,0,7133
1533,1,3092
2579,0,3450
2083,1,2815
535,3,6681
650,3,6377
2579,0,4614
3030,2,651
731,0,5919
2579,0,5298
2579,0,5204
2570,1,2951
2917,2,336
2579,0,4688
6443,4,5918
2579,0,5783
2410,1,3080
588,3,6760
2012,1,2856
2579,0,4518
276,3,6339
2574,1,2939
2579,0,3945
943,1,2979
6632,4,5941
367,3,6299
1631,1,2959
2397,0,7299
6688,4,3362
2617,0,7490
633,3,6334
120,3,6764
2588,1,2956
469,3,6509
172,3,6286
2543,1,2882
2142,1,3088
6490,4,6037
2579,0,3431
2579,0,5120
391,3,6234
2579,0,4812
1220,0,6074
396,3,6428
169,3,6526
2579,0,5495
1522,1,2979
618,3,6194
6446,4,71
655,3,6928
1660,0,3313
416,3,6953
1442,0,5961
2485,0,3123
1511,0,6129
2276,0,6073
2579,0,3968
1872,1,2894
178,3,6611
314,3,6188
2579,0,3473
2850,2,187
2579,0,3520
1365,0,6076
1361,1,2719
616,3,6960
357,3,6285
568,3,6725
2579,0,3491
2399,0,7299
603,3,6496
497,3,6195
1124,1,2704
278,3,6380
634,3,6586
6928,4,6030
181,3,6439
956,1,2942
2939,2,211
585,3,6609
2683,0,7462
658,3,6743
2579,0,3579
120,3,6427
2579,0,3781
6689,4,7109
97,3,6482
469,3,6897
1760,0,5990
6527,4,54
451,3,6634
333,3,6903
2083,1,2858
688,1,2957
6926,4,7108
2579,0,3651
2579,0,5710
6602,4,54
2579,0,5547
132,3,6533
1494,0,7156
1913,0,5971
6490,4,7106
6731,4,54
2579,0,5881
703,1,3092
287,3,6196
2848,2,297
2579,0,5604
2579,0,5650
2824,2,148
451,3,6593
460,3,6612
2409,0,66
530,3,6479
2579,0,5148
6937,4,6139
169,3,6661
409,3,6515
6440,4,5941
6601,4,3145
6386,4,5905
1530,1,3064
573,3,6632
503,3,6586
6905,4,54
382,3,6360
2278,0,7216
105,3,6727
399,3,6950
212,3,6344
1474,1,3060
507,3,6364
391,3,6497
2579,0,5738
846,1,2979
2552,1,3105
2579,0,4439
2157,0,7222
6715,4,5918
2108,0,3327
339,3,6445
565,3,6177
2273,0,6075
2869,2,494
2579,0,5106
459,3,6601
2579,0,5136
508,3,6921
2830,2,629
567,3,6727
1428,0,5999
349,3,6827
417,3,6747
2858,2,332
1905,1,2880
2640,1,2985
261,3,6595
261,3,6338
1109,0,3178
1299,0,3130
212,3,6195
455,3,6236
2124,1,2979
2579,0,5192
1134,1,2919
565,3,6758
2579,0,5821
2130,0,7452
607,3,6197
1233,0,3181
684,1,2923
998,1,3062
1702,1,3092
2579,0,5451
340,3,6951
2360,1,2979
1515,0,3314
2541,0,17
6364,4,5941
2579,0,4881
2579,0,4775
189,3,6751
108,3,6747
164,3,6487
2880,2,378
1186,0,3265
417,3,6556
2648,0,12
6375,4,5941
6489,4,7109
272,3,6210
2089,0,7183
6842,4,6030
466,3,6497
485,3,6493
2579,0,4873
6724,4,6016
1270,0,3206
6602,4,3145
3013,2,211
2579,0,3526
2787,2,117
1021,1,2951
409,3,6271
469,3,6464
2579,0,4114
442,3,6284
146,3,6718
2669,0,6094
2579,0,4052
321,3,6202
1158,0,5904
532,3,6438
503,3,6783
2579,0,5217
453,3,6796
2579,0,5528
6703,4,7109
1416,1,2880
168,3,6510
1411,1,2880
2889,2,592
2066,1,2880
955,0,3264
587,3,6769
6176,4,6016
2579,0,5185
1234,0,3181
633,3,6177
510,3,6172
364,3,6871
2579,0,4734
377,3,6552
391,3,6209
489,3,6552
518,3,6387
1799,1,3000
392,3,6502
2527,1,3027
1338,0,3256
881,0,7017
2516,0,3154
132,3,6853
395,3,6292
180,3,6284
320,3,6498
2579,0,5569
529,3,6421
6871,4,6030
166,3,6737
2473,0,7164
358,3,6533
104,3,6971
2971,2,338
296,3,6946
3041,2,647
403,3,6369
1490,1,3092
474,3,6783
235,3,6900
2488,1,2950
6508,4,71
513,3,6263
2894,2,550
234,3,6793
212,3,6378
259,3,6941
900,0,7011
507,3,6442
178,3,6459
2579,0,4326
1600,1,2979
6433,4,3183
2579,0,5596
6711,4,5905
471,3,6497
6964,4,54
466,3,6897
541,3,6292
391,3,6642
6940,4,5905
2579,0,5203
459,3,6502
1037,0,5901
6898,4,3145
199,3,6248
6721,4,6037
216,3,6548
2579,0,4922
470,3,6869
2108,1,3064
681,0,89
2731,2,632
2904,2,334
222,3,6765
417,3,6252
6678,4,7108
235,3,6597
527,3,6748
1941,0,7413
595,3,6323
584,3,6964
1077,1,3087
6534,4,3228
183,3,6867
996,0,3264
1809,1,2880
6678,4,6037
2579,0,4124
616,3,6438
1575,1,3087
2579,0,3616
6495,4,7118
485,3,6780
2579,0,4485
2839,2,637
6170,4,6037
6625,4,5905
2579,0,4809
248,3,6285
201,3,6333
320,3,6671
529,3,6271
1461,1,2880
1150,0,5904
2579,0,3748
799,1,2887
359,3,6584
426,3,6593
485,3,6615
1612,0,3399
168,3,6508
230,3,6439
2579,0,4456
2579,0,5373
481,3,6399
483,3,6926
2088,1,2942
359,3,6200
6526,4,54
2579,0,5277
1271,1,3049
2671,0,7463
1019,0,7496
567,3,6475
2662,1,2887
2260,1,3011
2579,0,4762
1070,0,1
6903,4,7106
2135,1,2795
701,0,3342
2011,0,7406
228,3,6292
1082,0,18
468,3,6464
149,3,6918
2579,0,4647
165,3,6954
494,3,6252
1276,0,6053
2156,0,7430
2665,0,3116
2579,0,5818
584,3,6281
1044,1,2974
2579,0,4513
1064,0,3360
6344,4,6016
870,1,3112
261,3,6259
2579,0,4243
493,3,6820
493,3,6904
621,3,6718
2847,2,367
1126,1,2712
6509,4,7109
2151,1,3011
230,3,6952
1625,1,3092
474,3,6236
336,3,6360
1365,0,6080
2810,2,620
510,3,6496
806,1,2942
2395,0,7299
1911,1,2873
2851,2,327
6864,4,6030
524,3,6894
382,3,6195
2579,0,3916
278,3,6433
487,3,6538
479,3,6627
369,3,6911
130,3,6467
234,3,6294
2579,0,4466
248,3,6649
1141,0,5904
1669,1,3076
496,3,6510
2848,2,303
117,3,6505
2579,0,5482
455,3,6182
2579,0,4981
657,3,6491
2579,0,5151
193,3,6243
1412,1,2880
503,3,6197
1004,0,7260
593,3,6506
257,3,6809
1930,0,5974
2579,0,5678
2460,1,2827
2579,0,4347
479,3,6745
2579,0,5685
603,3,6601
3049,2,280
2854,2,624
555,3,6292
2579,0,5506
6239,4,7109
104,3,6222
2579,0,4777
2327,0,5937
334,3,6213
2748,2,632
2113,1,3092
385,3,6337
2579,0,5743
1862,0,5967
2579,0,3718
6878,4,3183
2579,0,3796
278,3,6578
2579,0,5021
2579,0,5046
2579,0,4162
2579,0,3851
166,3,6252
1226,0,3186
241,3,6918
2154,1,2927
401,3,6970
2579,0,3891
1084,0,30
2378,1,3064
1487,1,2880
2579,0,5270
253,3,6289
1912,1,2882
1859,1,2894
503,3,6192
671,0,7264
2217,1,2735
1674,1,2979
1175,1,2709
2579,0,4287
2447,0,7367
6350,4,5905
417,3,6169
2880,2,492
6715,4,5917
6495,4,3364
630,3,6430
2579,0,5461
603,3,6319
437,3,6236
1702,0,6014
649,3,6442
116,3,6245
2101,0,3149
234,3,6484
226,3,6170
178,3,6616
838,0,6106
2579,0,4515
2579,0,5145
1495,0,7226
618,3,6586
168,3,6357
6634,4,6037
277,3,6341
2962,2,403
424,3,6598
741,1,3092
2762,2,651
494,3,6266
3060,2,533
6769,4,5917
657,3,6888
1535,1,3112
181,3,6331
497,3,6264
607,3,6632
6962,4,6086
606,3,6496
875,0,7043
6167,4,5917
6951,4,6030
2579,0,3957
1696,0,5914
6914,4,3362
308,3,6264
1043,0,6025
383,3,6508
1226,1,3023
6804,4,7108
3049,2,266
2579,0,4299
705,0,7166
1246,0,72
400,3,6870
1596,1,3087
1526,0,7071
277,3,6765
1585,1,3092
1497,0,3222
2579,0,4675
474,3,6213
2794,2,178
1924,1,2880
485,3,6428
451,3,6800
234,3,6293
454,3,6628
539,3,6237
181,3,6554
618,3,6197
278,3,6268
489,3,6347
657,3,6493
222,3,6269
948,0,7389
417,3,6265
2579,0,3597
277,3,6380
264,3,6577
519,3,6554
2380,1,3029
955,1,2873
2579,0,4381
1548,1,2871
2579,0,4761
107,3,6285
507,3,6443
321,3,6329
2043,0,7136
483,3,6948
195,3,6747
486,3,6182
2023,0,7324
249,3,6479
580,3,6490
1422,0,5991
2579,0,3983
243,3,6286
2696,2,329
1462,1,2880
6200,4,7108
2894,2,164
183,3,6344
166,3,6231
556,3,6351
2579,0,3503
2579,0,3846
2010,1,2795
2579,0,4536
2636,0,7345
483,3,6673
2579,0,5338
195,3,6375
1589,1,2910
1501,0,6032
2579,0,5315
612,3,6628
2579,0,3432
1000,0,3264
2579,0,3482
354,3,6860
248,3,6738
2923,2,400
1244,0,6076
6206,4,5918
334,3,6853
126,3,6796
2700,2,640
2579,0,5166
2530,0,3123
489,3,6551
454,3,6652
6750,4,54
2212,1,3064
259,3,6648
258,3,6195
1072,1,2951
160,3,6755
1310,1,3064
3110,2,330
1224,0,6143
3056,2,427
2721,2,164
359,3,6272
1506,0,7311
616,3,6281
2579,0,5020
482,3,6759
2579,0,3765
1767,1,2880
503,3,6580
501,3,6850
1288,1,2735
2288,0,3353
6178,4,6037
338,3,6507
508,3,6557
1861,1,2923
2977,2,592
153,3,6407
615,3,6960
578,3,6408
2601,1,2712
2365,0,7087
6266,4,3228
451,3,6242
619,3,6295
1735,0,44
2145,0,7432
1402,0,3171
1227,1,3069
618,3,6265
6703,4,6016
2579,0,4701
3038,2,632
337,3,6468
162,3,6771
6747,4,6037
184,3,6264
511,3,6179
959,1,3087
148,3,6945
1451,0,5956
308,3,6195
538,3,6895
287,3,6533
337,3,6677
2579,0,3485
2874,2,296
255,3,6944
155,3,6856
6268,4,3244
3096,2,130
2579,0,3911
455,3,6919
6945,4,7108
2642,1,2856
1876,1,2894
2378,0,7216
399,3,6660
630,3,6432
2579,0,5319
2579,0,5183
352,3,6401
590,3,6924
2917,2,339
1803,0,5943
211,3,6519
6323,4,7106
641,3,6493
2579,0,3914
6778,4,6090
3044,2,156
1588,0,13
460,3,6610
493,3,6472
2579,0,3755
2990,2,341
2579,0,5422
441,3,6403
352,3,6402
6269,4,5918
192,3,6433
6308,4,3228
494,3,6967
2579,0,4284
6944,4,3228
1096,0,7383
417,3,6433
2749,2,149
429,3,6474
6835,4,6030
2579,0,5241
2579,0,5176
1737,0,39
2579,0,5812
2579,0,5425
802,0,6132
2209,1,3104
2099,0,6159
2579,0,5284
267,3,6578
2189,0,6092
1898,0,5962
2579,0,4674
2848,2,302
485,3,6607
2579,0,4057
2761,2,656
1713,1,3100
175,3,6177
2939,2,534
564,3,6504
6169,4,5917
471,3,6552
2323,1,2838
6923,4,5905
2579,0,4972
159,3,6766
1654,0,7395
2916,2,627
2579,0,4717
493,3,6175
2579,0,4097
111,3,6708
2306,1,3087
272,3,6343
516,3,6192
2579,0,4996
2458,0,6071
2672,1,2938
2579,0,3811
1119,1,2894
1588,1,2991
641,3,6169
1252,1,3092
1885,0,6001
1359,1,3087
2916,2,339
357,3,6546
578,3,6481
618,3,6302
1563,0,3214
2579,0,5884
266,3,6431
1678,0,7458
2110,0,3327
1863,1,2880
578,3,6300
226,3,6528
2579,0,4411
2579,0,4962
2579,0,3647
996,1,3087
192,3,6201
2579,0,5731
454,3,6203
535,3,6175
476,3,6338
467,3,6215
164,3,6898
474,3,6865
641,3,6303
1887,1,2880
235,3,6534
277,3,6675
270,3,6555
1123,1,3038
2983,2,484
336,3,6648
2990,2,523
1160,0,5902
1033,0,7353
2869,2,157
757,0,3298
135,3,6482
2579,0,5490
226,3,6766
6497,4,84
1295,0,3133
498,3,6703
733,0,3142
414,3,6760
399,3,6303
1357,1,3092
2579,0,4478
2319,1,2884
128,3,6937
2579,0,4450
164,3,6780
1877,1,2848
6728,4,48
2627,0,7090
354,3,6829
2057,0,28
2598,0,3259
6809,4,7108
429,3,6403
359,3,6525
640,3,6812
2579,0,3801
195,3,6381
567,3,6197
439,3,6798
2579,0,3989
2882,2,112
2579,0,5549
226,3,6675
1179,0,3157
535,3,6404
2918,2,414
333,3,6949
468,3,6508
607,3,6963
6174,4,7109
2579,0,4754
2152,1,3047
359,3,6303
1325,1,3105
2749,2,332
340,3,6718
321,3,6252
484,3,6503
489,3,6682
2579,0,3640
503,3,6565
556,3,6709
2607,0,7103
1823,1,2880
2579,0,4769
1301,1,3060
6682,4,6087
2225,1,3060
516,3,6271
2983,2,450
2617,1,3046
1665,0,6034
155,3,6966
495,3,6958
2579,0,5440
138,3,6448
2838,2,295
942,1,3067
296,3,6797
2315,1,3088
444,3,6960
345,3,6552
2139,1,2735
6380,4,6037
579,3,6476
2821,2,634
3076,2,622
2674,0,7422
379,3,6476
2896,2,429
771,1,3087
6645,4,3362
1332,1,3087
655,3,6620
258,3,6378
1444,1,2880
2579,0,3562
978,1,2735
2579,0,3856
1701,1,3087
2579,0,5501
2848,2,637
1297,0,3131
953,1,2873
1736,0,44
1648,0,7359
6607,4,54
3110,2,640
962,1,3087
6904,4,7108
1940,1,3104
6208,4,7108
489,3,6747
568,3,6898
508,3,6555
748,0,7167
2509,0,7236
212,3,6526
508,3,6325
2579,0,4899
622,3,6910
535,3,6301
2579,0,5769
2579,0,4320
324,3,6689
637,3,6676
473,3,6511
792,0,5916
235,3,6618
1523,1,2979
2084,0,7346
3041,2,629
352,3,6611
6280,4,5941
610,3,6520
3049,2,639
2579,0,5841
2169,0,664
1060,1,2968
460,3,6511
912,1,3112
2822,2,640
2579,0,3465
553,3,6743
636,3,6431
1077,0,6046
2579,0,3493
2579,0,5465
222,3,6169
195,3,6904
1725,1,2838
2532,0,3124
2579,0,4139
359,3,6889
6966,4,7108
153,3,6213
241,3,6937
6270,4,5917
195,3,6175
466,3,6605
336,3,6617
581,3,6908
2523,0,3124
1583,0,3245
1925,1,2880
2456,0,6074
2579,0,3818
3060,2,367
2579,0,3481
190,3,6794
248,3,6222
1054,0,7229
3038,2,420
1949,0,3393
1662,1,3000
2625,1,3084
2579,0,5868
2909,2,191
2579,0,4941
585,3,6454
2495,0,6076
169,3,6185
6879,4,6030
308,3,6877
2478,1,3088
715,0,6055
1099,0,7383
1484,0,7364
6380,4,7108
774,0,3231
388,3,6930
399,3,6478
195,3,6357
1386,1,2849
2451,1,3064
814,0,6114
6643,4,54
2889,2,543
493,3,6599
6601,4,84
481,3,6274
2081,0,7346
1602,0,3203
2872,2,512
201,3,6421
2186,0,3184
2579,0,5813
295,3,6514
808,1,3064
2579,0,4894
2320,0,5937
641,3,6588
615,3,6612
1292,0,7252
807,0,3173
862,0,50
1633,1,3087
2579,0,4619
2411,0,7239
159,3,6804
308,3,6495
2579,0,4602
2579,0,5825
429,3,6503
562,3,6169
565,3,6511
733,1,3092
222,3,6578
2579,0,5476
2711,2,117
443,3,6582
339,3,6693
1267,1,2881
2897,2,429
606,3,6817
1970,1,2881
689,1,2957
2911,2,399
2579,0,4931
580,3,6548
2579,0,5034
2562,1,2842
6441,4,5918
417,3,6782
1561,0,6059
479,3,6236
2955,2,333
1404,1,3000
6203,4,48
2875,2,168
2579,0,5370
178,3,6191
657,3,6891
1603,0,3202
614,3,6686
399,3,6245
2271,0,3235
1134,0,3119
1252,1,3049
479,3,6755
1387,1,2978
514,3,6859
3056,2,407
538,3,6710
3030,2,96
184,3,6551
619,3,6748
2579,0,5622
170,3,6434
2579,0,4790
1396,1,3064
97,3,6292
242,3,6483
1265,0,72
308,3,6319
6340,4,3244
340,3,6595
1764,0,5959
1105,1,3060
265,3,6578
272,3,6267
1288,0,6076
2579,0,4827
417,3,6637
2579,0,3878
345,3,6620
566,3,6408
1877,1,2880
1218,0,7318
1714,0,6071
222,3,6577
2066,0,7314
6202,4,3362
1443,1,2880
2579,0,5085
2579,0,3730
112,3,6656
2161,1,2918
486,3,6242
503,3,6937
2579,0,5363
104,3,6505
2637,1,3064
2579,0,3637
423,3,6743
2579,0,4154
2155,1,3100
271,3,6716
125,3,6766
2718,2,610
2018,1,2856
2579,0,5261
1217,0,3265
1458,0,5990
535,3,6850
1270,1,2704
1408,1,2894
923,0,7049
2579,0,3767
120,3,6577
185,3,6551
1676,0,5911
306,3,6421
321,3,6292
618,3,6243
501,3,6407
6926,4,21
347,3,6400
977,0,3264
2579,0,3920
452,3,6923
2579,0,4371
884,1,3112
2579,0,3711
2579,0,4800
493,3,6326
6340,4,5917
2579,0,4196
321,3,6753
6799,4,54
6380,4,3183
1099,1,3092
296,3,6558
1052,0,7501
2579,0,5212
107,3,6284
2579,0,3857
2579,0,4821
1543,0,7178
3049,2,273
2579,0,5610
6932,4,7108
2579,0,4365
797,0,7335
2579,0,4040
354,3,6849
2897,2,535
1680,0,7182
6354,4,5905
1375,0,7169
441,3,6323
931,1,2871
212,3,6957
2992,2,581
1292,1,3064
460,3,6264
409,3,6197
503,3,6963
2579,0,4999
699,1,3092
361,3,6435
1751,0,7293
259,3,6661
610,3,6518
493,3,6381
2997,2,330
1881,1,2942
519,3,6439
2202,1,2881
474,3,6330
510,3,6610
359,3,6597
261,3,6452
1503,1,3064
195,3,6599
466,3,6203
627,3,6715
1429,0,6005
462,3,6589
1173,1,2704
492,3,6794
890,1,2959
134,3,6284
2189,0,3349
2579,0,3679
560,3,6304
2579,0,4646
255,3,6439
6790,4,54
565,3,6453
2579,0,5054
2579,0,4804
2835,2,295
1290,0,6071
622,3,6245
1547,0,6123
2579,0,4263
2917,2,140
1213,0,3265
485,3,6182
2848,2,508
1293,0,3135
1771,0,5991
2579,0,5269
584,3,6595
396,3,6838
2882,2,503
383,3,6510
2579,0,3555
6701,4,6090
104,3,6284
352,3,6503
874,0,7048
2579,0,4541
2579,0,4885
2452,0,7323
1101,1,3069
451,3,6683
333,3,6901
272,3,6675
1546,0,34
6888,4,7109
2963,2,273
1685,1,3064
1994,0,3384
296,3,6505
2909,2,200
539,3,6512
2126,1,2871
1029,0,7450
2576,1,3076
276,3,6269
485,3,6597
606,3,6822
594,3,6601
403,3,6530
235,3,6632
1852,0,6003
2579,0,4713
235,3,6290
649,3,6346
1887,1,2894
591,3,6585
527,3,6484
458,3,6552
524,3,6851
412,3,6942
523,3,6683
871,1,3112
6808,4,7108
2579,0,5511
506,3,6800
2482,0,3124
2379,0,7216
2579,0,5317
817,0,7364
811,1,3087
6824,4,6030
180,3,6292
2232,1,2880
335,3,6434
459,3,6475
753,0,7180
1149,0,5902
6240,4,3145
535,3,6381
134,3,6944
2579,0,4546
2579,0,3490
2579,0,5529
878,1,3112
2984,2,493
503,3,6597
150,3,6598
1481,1,3055
6711,4,54
3022,2,534
2579,0,4467
568,3,6618
2478,0,6029
1814,1,2894
6721,4,22
6627,4,7106
479,3,6263
303,3,6455
391,3,6665
6617,4,6090
474,3,6453
2848,2,225
498,3,6503
2653,0,3270
6436,4,7108
585,3,6170
6660,4,37
6527,4,7108
612,3,6505
6912,4,6030
287,3,6271
2579,0,4460
1588,0,15
2579,0,3746
616,3,6597
143,3,6598
104,3,6331
2579,0,5836
2467,1,3064
2579,0,4820
2266,1,2979
513,3,6961
2508,1,2848
215,3,6617
2897,2,450
2847,2,295
1647,0,3275
1330,1,3092
6204,4,5905
640,3,6821
2848,2,305
785,1,3056
519,3,6482
3112,2,192
649,3,6325
603,3,6422
2579,0,4354
2579,0,4745
409,3,6530
2601,0,7195
2856,2,634
203,3,6436
1578,1,3064
410,3,6581
255,3,6483
277,3,6577
3093,2,133
467,3,6495
2579,0,5633
6534,4,6090
1808,1,2848
2604,1,2856
579,3,6214
2346,0,3136
1183,0,6027
2452,0,7325
781,0,3172
321,3,6455
189,3,6286
2579,0,4661
1145,1,2951
394,3,6469
338,3,6464
2579,0,4968
2579,0,4291
267,3,6434
788,0,6133
287,3,6362
1879,1,2894
486,3,6303
